ICD-10 Code,Description,Matters from an Anaesthesia perspective,"Suggested value on ""surgical"" CC lists",Comment
V664,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle: Person injured while boarding or alighting,No,,
V665,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle: Driver injured in traffic accident,No,,
V666,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle: Passenger injured in traffic accident,No,,
V667,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle: Person on outside of vehicle injured in traffic accident,No,,
V669,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle: Unspecified occupant of heavy transport vehicle injured in traffic accident,No,,
V670,Occupant of heavy transport vehicle injured in collision with fixed or stationary object: Driver injured in nontraffic accident,No,,
V671,Occupant of heavy transport vehicle injured in collision with fixed or stationary object: Passenger injured in nontraffic accident,No,,
V672,Occupant of heavy transport vehicle injured in collision with fixed or stationary object: Person on outside of vehicle injured in nontraffic accident,No,,
V673,Occupant of heavy transport vehicle injured in collision with fixed or stationary object: Unspecified occupant of heavy transport vehicle injured in nontraffic accident,No,,
V674,Occupant of heavy transport vehicle injured in collision with fixed or stationary object: Person injured while boarding or alighting,No,,
V675,Occupant of heavy transport vehicle injured in collision with fixed or stationary object: Driver injured in traffic accident,No,,
V676,Occupant of heavy transport vehicle injured in collision with fixed or stationary object: Passenger injured in traffic accident,No,,
V677,Occupant of heavy transport vehicle injured in collision with fixed or stationary object: Person on outside of vehicle injured in traffic accident,No,,
V679,Occupant of heavy transport vehicle injured in collision with fixed or stationary object: Unspecified occupant of heavy transport vehicle injured in traffic accident,No,,
V680,Occupant of heavy transport vehicle injured in noncollision transport accident: Driver injured in nontraffic accident,No,,
V681,Occupant of heavy transport vehicle injured in noncollision transport accident: Passenger injured in nontraffic accident,No,,
V682,Occupant of heavy transport vehicle injured in noncollision transport accident: Person on outside of vehicle injured in nontraffic accident,No,,
V683,Occupant of heavy transport vehicle injured in noncollision transport accident: Unspecified occupant of heavy transport vehicle injured in nontraffic accident,No,,
V684,Occupant of heavy transport vehicle injured in noncollision transport accident: Person injured while boarding or alighting,No,,
V685,Occupant of heavy transport vehicle injured in noncollision transport accident: Driver injured in traffic accident,No,,
V686,Occupant of heavy transport vehicle injured in noncollision transport accident: Passenger injured in traffic accident,No,,
V687,Occupant of heavy transport vehicle injured in noncollision transport accident: Person on outside of vehicle injured in traffic accident,No,,
V689,Occupant of heavy transport vehicle injured in noncollision transport accident: Unspecified occupant of heavy transport vehicle injured in traffic accident,No,,
V690,Occupant of heavy transport vehicle injured in other and unspecified transport accidents: Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,No,,
V691,Occupant of heavy transport vehicle injured in other and unspecified transport accidents: Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,No,,
V692,Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident,No,,
V693,Occupant [any] of heavy transport vehicle injured in unspecified nontraffic accident,No,,
V694,Occupant of heavy transport vehicle injured in other and unspecified transport accidents: Driver injured in collision with other and unspecified motor vehicles in traffic accident,No,,
V695,Occupant of heavy transport vehicle injured in other and unspecified transport accidents: Passenger injured in collision with other and unspecified motor vehicles in traffic accident,No,,
V696,Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in traffic accident,No,,
V698,Occupant [any] of heavy transport vehicle injured in other specified transport accidents,No,,
V699,Occupant [any] of heavy transport vehicle injured in unspecified traffic accident,No,,
V700,Bus occupant injured in collision with pedestrian or animal: Driver injured in nontraffic accident,No,,
V701,Bus occupant injured in collision with pedestrian or animal: Passenger injured in nontraffic accident,No,,
V702,Bus occupant injured in collision with pedestrian or animal: Person on outside of vehicle injured in nontraffic accident,No,,
V703,Bus occupant injured in collision with pedestrian or animal: Unspecified bus occupant injured in nontraffic accident,No,,
V704,Bus occupant injured in collision with pedestrian or animal: Person injured while boarding or alighting,No,,
V705,Bus occupant injured in collision with pedestrian or animal: Driver injured in traffic accident,No,,
V706,Bus occupant injured in collision with pedestrian or animal: Passenger injured in traffic accident,No,,
V707,Bus occupant injured in collision with pedestrian or animal: Person on outside of vehicle injured in traffic accident,No,,
V709,Bus occupant injured in collision with pedestrian or animal: Unspecified bus occupant injured in traffic accident,No,,
V710,Bus occupant injured in collision with pedal cycle: Driver injured in nontraffic accident,No,,
V711,Bus occupant injured in collision with pedal cycle: Passenger injured in nontraffic accident,No,,
V712,Bus occupant injured in collision with pedal cycle: Person on outside of vehicle injured in nontraffic accident,No,,
V713,Bus occupant injured in collision with pedal cycle: Unspecified bus occupant injured in nontraffic accident,No,,
V714,Bus occupant injured in collision with pedal cycle: Person injured while boarding or alighting,No,,
V715,Bus occupant injured in collision with pedal cycle: Driver injured in traffic accident,No,,
V716,Bus occupant injured in collision with pedal cycle: Passenger injured in traffic accident,No,,
V717,Bus occupant injured in collision with pedal cycle: Person on outside of vehicle injured in traffic accident,No,,
V719,Bus occupant injured in collision with pedal cycle: Unspecified bus occupant injured in traffic accident,No,,
V720,Bus occupant injured in collision with two- or three-wheeled motor vehicle: Driver injured in nontraffic accident,No,,
V721,Bus occupant injured in collision with two- or three-wheeled motor vehicle: Passenger injured in nontraffic accident,No,,
